"Index","LT","Age","Country","Locality","Site","Date","GPS Latitude N","GPS Longitude E","End-Start (Intercept)","NumberOfIntercepts","TransectLength","NumberOfCoralIntercepts","TransectCoralLength","Depth [m]","ReefZone","Category","Kingdom","Phylum","Class","Order","Family","Genus","Species","ScientificName","Rank","AphiaID"
855,"E1E2","Modern","Egypt","El Quseir","Mangrove Bay","23/10/2023",25.8697167,34.419,6,223,2956,92,946,3.7,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
856,"E1E2","Modern","Egypt","El Quseir","Mangrove Bay","23/10/2023",25.8697167,34.419,21,223,2956,92,946,3.7,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
857,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,406,3616,79,498,4.3,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
858,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,7,406,3616,79,498,4.3,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","squarrosa","Acropora sp.","Genus",207053
859,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,406,3616,79,498,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","sp.","Pocillopora sp.","Genus",206938
860,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,1,406,3616,79,498,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis","Species",206953
861,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,9,406,3616,79,498,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis","Species",206953
862,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis","Species",206953
863,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,9,406,3616,79,498,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Stylophora","sp.","Stylophora sp.","Genus",204068
864,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,7,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Agariciidae","Pavona","sp.","Pavona sp.","Genus",206614
865,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Agariciidae","Leptoseris","mycetoseroides","Leptoseris mycetoseroides","Species",207283
866,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Cyphastrea","kausti","Cyphastrea kausti","Species",843628
867,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,7,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","maeandrina","Montipora maeandrina","Species",207188
868,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
869,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
870,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,11,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Agariciidae","Gardineroseris","planulata","Gardineroseris planulata","Species",207274
871,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,8,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
872,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
873,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,7,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
874,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
875,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,2,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
876,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,1,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
877,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,1,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
878,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,2,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
879,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
880,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
881,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,13,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
882,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,10,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
883,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
884,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,9,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
885,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,8,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
886,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
887,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
888,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,1,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
889,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
890,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
891,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,8,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
892,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,7,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
893,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,12,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
894,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,15,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
895,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,8,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
896,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
897,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
898,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
899,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
900,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
901,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
902,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,9,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
903,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
904,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
905,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
906,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
907,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
908,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,406,3616,79,498,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
909,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
910,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
911,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,2,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
912,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
913,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
914,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,2,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
915,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
916,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
917,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
918,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,1,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
919,"E3E4","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,7,406,3616,79,498,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
920,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,22,450,3965,117,957,4.75,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
921,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,23,450,3965,117,957,4.75,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
922,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,450,3965,117,957,4.75,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
923,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,36,450,3965,117,957,4.75,"Shallow reef slope","ACD","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
924,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,8,450,3965,117,957,4.75,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Stylophora","kuehlmanni","Stylophora kuehlmanni","Species",206985
925,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,2,450,3965,117,957,4.75,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Stylophora","subseriata","Stylophora subseriata","Species",206980
926,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,450,3965,117,957,4.75,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Stylophora","subseriata","Stylophora subseriata","Species",206980
927,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,14,450,3965,117,957,4.75,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
928,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,450,3965,117,957,4.75,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","fruticulosa","Echinopora fruticulosa","Species",207422
929,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,8,450,3965,117,957,4.75,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
930,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,450,3965,117,957,4.75,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
931,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,11,450,3965,117,957,4.75,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Stylophora","subseriata","Stylophora subseriata","Species",206980
932,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,450,3965,117,957,4.75,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis","Species",206953
933,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,12,450,3965,117,957,4.75,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis","Species",206953
934,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,2,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Leptastreidae","Leptastrea","purpurea","Leptastrea purpurea","Species",207470
935,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Leptastreidae","Leptastrea","purpurea","Leptastrea purpurea","Species",207470
936,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,450,3965,117,957,4.75,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
937,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
938,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,7,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
939,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,11,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
940,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,450,3965,117,957,4.75,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
941,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
942,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,1,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
943,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,450,3965,117,957,4.75,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
944,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
945,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,450,3965,117,957,4.75,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
946,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
947,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,29,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
948,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
949,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,450,3965,117,957,4.75,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
950,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
951,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
952,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,450,3965,117,957,4.75,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
953,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
954,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
955,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
956,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,2,450,3965,117,957,4.75,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
957,"E5E6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,2,450,3965,117,957,4.75,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
